id,category,gold,pred,correct,truncated,n_tokens
a644f19d,cryptarithm_deduce,#:,18,0,1,7680
d5602cc5,cryptarithm_deduce,(%,2,0,1,7680
fa714b83,cryptarithm_deduce,/,2,0,1,7680
0d2e94ff,cryptarithm_deduce,}}^,72,0,1,7680
f624f57c,cryptarithm_deduce,[,99,0,1,7680
d0e1010b,cryptarithm_deduce,!&&},!>|!,0,0,1961
d2fe9d04,cryptarithm_deduce,)}),">%:""",0,0,346
9a19fc2d,cryptarithm_deduce,#>[,['),0,0,2106
ae64d5e4,cryptarithm_deduce,[,/`,0,0,1175
289602f1,cryptarithm_deduce,?!,5,0,1,7680
6eb85496,cryptarithm_deduce,>^],>>,0,0,1566
acf8c11f,cryptarithm_deduce,"""'",104,0,1,7680
684de068,cryptarithm_deduce,"^""",90,0,1,7680
cb7bb0d0,cryptarithm_guess,}!,-9,0,1,7680
99b7018f,cryptarithm_guess,>\:,9779,0,1,7680
9eacc9a2,cryptarithm_guess,%?}%,-{%,0,0,2471
0c30f561,cryptarithm_guess,-],95,0,1,7680
8d9a062b,cryptarithm_guess,^!,2,0,1,7680
4bb8c6cd,cryptarithm_guess,]}\!,/:!!,0,0,1671
f3959455,cryptarithm_guess,:$,|$,0,0,4848
dba045b0,cryptarithm_guess,`,-1,0,1,7680
fa4d703a,cryptarithm_guess,"^^""""",<?,0,0,1109
82109e34,cryptarithm_guess,-@>,'>?@,0,0,2061
48817fa0,cryptarithm_guess,##:%,"""#",0,0,1741
0625f633,cryptarithm_guess,@@//,07,0,1,7680
837a6ae7,cryptarithm_guess,<>\>,96,0,1,7680
9f1015a1,cryptarithm_guess,-$\,-1,0,1,7680
6c30f260,cryptarithm_guess,-\(,??],0,0,1587
8f1af066,cryptarithm_guess,-`[,$`!`,0,0,384
f45dd620,cryptarithm_guess,-??,177,0,1,7680
b1181806,cryptarithm_guess,|>>,6958,0,1,7680
54e8c553,cryptarithm_guess,$$<<,]?,0,0,2446
5e989cc5,cryptarithm_guess,$$,-5,0,1,7680
55f4fa64,cryptarithm_guess,{{!?,-1,0,1,7680
74914eac,cryptarithm_guess,::,"""""::",0,0,379
27fdca03,cryptarithm_guess,@!,-55,0,1,7680
bbcd608d,cryptarithm_guess,''[,10,0,1,7680
b271a61c,cryptarithm_guess,*@^,5906,0,1,7680
62fc7798,cryptarithm_guess,}&,4,0,1,7680
563bf8f9,cryptarithm_guess,-'/,96,0,1,7680
9dfe5ac9,cryptarithm_guess,"'\%""",')%\,0,0,2192
cca64860,cryptarithm_guess,(,9,0,1,7680
5d35ee2e,cryptarithm_guess,&/{,987,0,1,7680
40ba1b6f,cryptarithm_guess,$(,$(@$,0,0,379
2db53c85,cryptarithm_guess,)//:,74,0,1,7680
02902eb3,cryptarithm_guess,>/,5747,0,1,7680
c9e16aff,cryptarithm_guess,]:(],1,0,1,7680
f5126d48,cryptarithm_guess,${&@,1,0,1,7680
b16d6db2,cryptarithm_guess,":""<",8120,0,1,7680
2d624cab,cryptarithm_guess,![)],26,0,1,7680
5998ac05,cryptarithm_guess,"""<",2744,0,1,7680
21ee162c,cryptarithm_guess,'&{,2581,0,1,7680
73e0994b,cryptarithm_guess,)<',17,0,1,7680
da10a947,cryptarithm_guess,^$!^,[[^,0,0,1512
7933172a,cryptarithm_guess,^/&`,8,0,1,7680
cef4c8a9,cryptarithm_guess,]`,-1,0,1,7680
e6af1658,cryptarithm_guess,)})/,16,0,1,7680
5501c054,cryptarithm_guess,[#>#,27,0,1,7680
efc9691d,cryptarithm_guess,+$(,80,0,1,7680
07b440f0,cryptarithm_guess,@$^$,85,0,1,7680
ca43107b,cryptarithm_guess,?,7,0,1,7680
468bf9fc,cryptarithm_guess,>!%,`?%,0,0,2351
da51295d,cryptarithm_guess,@]`,110,0,1,7680
258b796b,cryptarithm_guess,`]|[,````,0,0,1295
0c0c6320,cryptarithm_guess,""":!|",&|!|,0,0,1274
72413b7f,cryptarithm_guess,"""/#",-96,0,1,7680
303c84ea,cryptarithm_guess,#$$,-1,0,1,7680
f9799a68,cryptarithm_guess,&:/?,-^?,0,0,2036
fc3982df,cryptarithm_guess,"#\[""",5,0,1,7680
432b1110,cryptarithm_guess,%[:?,-57,0,1,7680
9ff449aa,cryptarithm_guess,"%"">",-11,0,1,7680
a9d91ec1,cryptarithm_guess,:'%?,84,0,1,7680
f4f92956,cryptarithm_guess,(`)),120,0,1,7680
1a493b13,cryptarithm_guess,-],1,0,1,7680
51352792,cryptarithm_guess,"`""<`",-12,0,1,7680
398478f6,cryptarithm_guess,:[,-5,0,1,7680
d407570e,cryptarithm_guess,)}}&,131,0,1,7680
f1680db9,cryptarithm_guess,:|#>,%|%:,0,0,1248
e126a1e3,cryptarithm_guess,"<"":",62,0,1,7680
5b2523e6,cryptarithm_guess,&&,7,0,1,7680
e4ca4f9e,cryptarithm_guess,'#{,177,0,1,7680
0fcf912a,cryptarithm_guess,|#&!,47,0,1,7680
18bce168,cryptarithm_guess,@&`{,165,0,1,7680
0da1841f,cryptarithm_guess,(\#%,8786,0,1,7680
7a65a8eb,cryptarithm_guess,}'#',134,0,1,7680
94b3156f,cryptarithm_guess,)'',97,0,1,7680
4a02017f,cryptarithm_guess,'&},93,0,1,7680
8a0c1aab,cryptarithm_guess,<,90,0,1,7680
86088a1b,cryptarithm_guess,&,1,0,1,7680
82baf39f,cryptarithm_guess,`<@,?),0,0,1624
6fc35fc2,cryptarithm_guess,/}',-1,0,1,7680
97abca56,cryptarithm_guess,`#::,16,0,1,7680
98eed496,cryptarithm_guess,^[}`,55,0,1,7680
deed3497,cryptarithm_guess,\^]],139,0,1,7680
da931308,cryptarithm_guess,-(],60,0,1,7680
9935aa11,cryptarithm_guess,-`#,010,0,1,7680
d8126121,cryptarithm_guess,$$(:,42,0,1,7680
02e871e4,cryptarithm_guess,$',97,0,1,7680
f519ace9,cryptarithm_guess,-(,148,0,1,7680
25ee72c3,cryptarithm_guess,"#""<<",:$,0,0,1377
303fc16b,cryptarithm_guess,'?,1,0,1,7680
34d1d16f,cryptarithm_guess,^|!,-000,0,1,7680
25e89624,cryptarithm_guess,"[""$",6,0,1,7680
dad3bf21,cryptarithm_guess,-}},8767,0,1,7680
d6f18fc8,cryptarithm_guess,-},0840,0,1,7680
685be3a7,cryptarithm_guess,>$$,9506,0,1,7680
af0e4262,cryptarithm_guess,]{,81,0,1,7680
c922dbb4,cryptarithm_guess,>@,-1,0,1,7680
70851afe,cryptarithm_guess,"@""",98,0,1,7680
055a8b01,cryptarithm_guess,',1862,0,1,7680
2e8fc884,cryptarithm_guess,<[$,]{?,0,0,3918
31678582,cryptarithm_guess,<:),50,0,1,7680
6cc5dafb,cryptarithm_guess,)(,82,0,1,7680
