id,category,gold,pred,correct,truncated,n_tokens
55f4fa64,cryptarithm_guess,{{!?,5,0,1,7680
74914eac,cryptarithm_guess,::,]],0,0,729
27fdca03,cryptarithm_guess,@!,&[?\,0,0,803
bbcd608d,cryptarithm_guess,''[,2,0,1,7680
b271a61c,cryptarithm_guess,*@^,5,0,1,7680
62fc7798,cryptarithm_guess,}&,#:,0,0,583
563bf8f9,cryptarithm_guess,-'/,4,0,1,7680
9dfe5ac9,cryptarithm_guess,"'\%""",1,0,1,7680
cca64860,cryptarithm_guess,(,$^?,0,0,638
5d35ee2e,cryptarithm_guess,&/{,\&&,0,0,621
40ba1b6f,cryptarithm_guess,$(,)),0,0,609
2db53c85,cryptarithm_guess,)//:,2,0,1,7680
02902eb3,cryptarithm_guess,>/,>$?,0,0,569
c9e16aff,cryptarithm_guess,]:(],2,0,1,7680
f5126d48,cryptarithm_guess,${&@,{),0,0,5440
b16d6db2,cryptarithm_guess,":""<",7,0,1,7680
2d624cab,cryptarithm_guess,![)],0,0,1,7680
5998ac05,cryptarithm_guess,"""<","""[?",0,0,678
21ee162c,cryptarithm_guess,'&{,1,0,1,7680
73e0994b,cryptarithm_guess,)<',1,0,1,7680
da10a947,cryptarithm_guess,^$!^,0,0,1,7680
7933172a,cryptarithm_guess,^/&`,1,0,1,7680
cef4c8a9,cryptarithm_guess,]`,1,0,1,7680
e6af1658,cryptarithm_guess,)})/,3,0,1,7680
5501c054,cryptarithm_guess,[#>#,3,0,1,7680
efc9691d,cryptarithm_guess,+$(,$$#,0,0,3387
07b440f0,cryptarithm_guess,@$^$,2,0,1,7680
ca43107b,cryptarithm_guess,?,315,0,1,7680
468bf9fc,cryptarithm_guess,>!%,3,0,1,7680
da51295d,cryptarithm_guess,@]`,93,0,1,7680
258b796b,cryptarithm_guess,`]|[,1,0,1,7680
0c0c6320,cryptarithm_guess,""":!|",2,0,1,7680
72413b7f,cryptarithm_guess,"""/#",8,0,1,7680
303c84ea,cryptarithm_guess,#$$,2,0,1,7680
f9799a68,cryptarithm_guess,&:/?,?\:^,0,0,151
fc3982df,cryptarithm_guess,"#\[""",2,0,1,7680
432b1110,cryptarithm_guess,%[:?,\{<?,0,0,143
9ff449aa,cryptarithm_guess,"%"">",54,0,1,7680
a9d91ec1,cryptarithm_guess,:'%?,>! :,0,0,622
f4f92956,cryptarithm_guess,(`)),7,0,1,7680
1a493b13,cryptarithm_guess,-],149,0,1,7680
51352792,cryptarithm_guess,"`""<`","!("")",0,0,992
398478f6,cryptarithm_guess,:[,1,0,1,7680
d407570e,cryptarithm_guess,)}}&,1,0,1,7680
f1680db9,cryptarithm_guess,:|#>,2,0,1,7680
e126a1e3,cryptarithm_guess,"<"":",@?{{,0,0,151
5b2523e6,cryptarithm_guess,&&,2,0,1,7680
e4ca4f9e,cryptarithm_guess,'#{,@&,0,0,669
0fcf912a,cryptarithm_guess,|#&!,4,0,1,7680
18bce168,cryptarithm_guess,@&`{,78,0,1,7680
0da1841f,cryptarithm_guess,(\#%,228,0,1,7680
7a65a8eb,cryptarithm_guess,}'#',1,0,1,7680
94b3156f,cryptarithm_guess,)'',"\""",0,0,505
4a02017f,cryptarithm_guess,'&},9,0,1,7680
8a0c1aab,cryptarithm_guess,<,8,0,1,7680
86088a1b,cryptarithm_guess,&,57,0,1,7680
82baf39f,cryptarithm_guess,`<@,9,0,1,7680
6fc35fc2,cryptarithm_guess,/}',7,0,1,7680
97abca56,cryptarithm_guess,`#::,1,0,1,7680
98eed496,cryptarithm_guess,^[}`,-7,0,1,7680
deed3497,cryptarithm_guess,\^]],/^|,0,0,693
da931308,cryptarithm_guess,-(],7,0,1,7680
9935aa11,cryptarithm_guess,-`#,7,0,1,7680
d8126121,cryptarithm_guess,$$(:,8,0,1,7680
02e871e4,cryptarithm_guess,$',8,0,1,7680
f519ace9,cryptarithm_guess,-(,182,0,1,7680
25ee72c3,cryptarithm_guess,"#""<<",$:,0,0,655
303fc16b,cryptarithm_guess,'?,(\?,0,0,854
34d1d16f,cryptarithm_guess,^|!,9,0,1,7680
25e89624,cryptarithm_guess,"[""$",9,0,1,7680
dad3bf21,cryptarithm_guess,-}},2352,0,1,7680
d6f18fc8,cryptarithm_guess,-},?>,0,0,601
685be3a7,cryptarithm_guess,>$$,7,0,1,7680
af0e4262,cryptarithm_guess,]{,2,0,1,7680
c922dbb4,cryptarithm_guess,>@,7,0,1,7680
70851afe,cryptarithm_guess,"@""",2175,0,1,7680
055a8b01,cryptarithm_guess,',4,0,1,7680
2e8fc884,cryptarithm_guess,<[$,5,0,1,7680
31678582,cryptarithm_guess,<:),87,0,1,7680
6cc5dafb,cryptarithm_guess,)(,7,0,1,7680
