id,category,gold,pred,correct,truncated,n_tokens
f06547b1,cryptarithm_deduce,"[%""",%%@,0,0,2209
191ac967,cryptarithm_deduce,!>,}@@$,0,0,4390
8494aad3,cryptarithm_deduce,"""`#&",<@^^,0,0,2515
923ac2b5,cryptarithm_deduce,#'<@,[\]},0,0,1874
dc6c0d49,cryptarithm_deduce,:>?#,@?\#,0,0,2427
cd2e20b9,cryptarithm_deduce,||`,}/,0,0,1752
cad4b9a7,cryptarithm_deduce,"#""^","""-[#",0,0,2196
9346686a,cryptarithm_deduce,:(,"""/",0,0,1367
3e5c7d9b,cryptarithm_deduce,-(|,"-(""",0,0,1368
f7d26b8d,cryptarithm_deduce,/@,]`,0,0,2312
a88f9fe3,cryptarithm_deduce,<],#\,0,0,2218
802c3591,cryptarithm_deduce,"`""""""",?##@,0,0,2903
f7828fc1,cryptarithm_deduce,"@${""",@$//,0,0,2252
d7662688,cryptarithm_deduce,]&]],]]&]],0,0,412
3b206148,cryptarithm_deduce,!>?,#?,0,0,1213
1fb37a08,cryptarithm_deduce,$!:,|I/,0,0,3675
1d15b7e6,cryptarithm_deduce,|['{,[},0,0,2326
4de466bf,cryptarithm_deduce,^[,/[,0,0,2708
df3262bc,cryptarithm_deduce,]/,-?,0,0,3940
a1503629,cryptarithm_deduce,@)[[,)<<,0,0,1125
7a5cfe3e,cryptarithm_deduce,-#>,&>,0,0,4803
ba7d54c4,cryptarithm_deduce,>((<,"<`)""",0,0,1462
9eaae1f1,cryptarithm_deduce,/\,-|',0,0,1695
2ff200fb,cryptarithm_deduce,)^,-[%,0,0,1825
9fbd6a44,cryptarithm_deduce,::'',>@\,0,0,1794
9081e954,cryptarithm_deduce,}{#,':,0,0,4638
12734c90,cryptarithm_deduce,]@>[,&#&],0,0,4157
a610040a,cryptarithm_deduce,:(|:,?:?,0,0,3504
7cac497a,cryptarithm_deduce,"%""""`",&\/,0,0,3548
810028f1,cryptarithm_deduce,-&\,&,0,0,3159
a77be9fa,cryptarithm_deduce,"[""","$""",0,0,1959
b9f1d959,cryptarithm_deduce,:>,\\,0,0,1092
46fcfa9c,cryptarithm_deduce,-@?,-}},0,0,1747
35a562bd,cryptarithm_deduce,(%(?,?|',0,0,1412
0b0a3643,cryptarithm_deduce,"""""",-%%,0,0,1319
67995540,cryptarithm_deduce,|%@,/&,0,0,1958
c05828eb,cryptarithm_deduce,-!|,-@>,0,0,1876
9b4cffb2,cryptarithm_deduce,&@<,%',0,0,2930
b391ffe1,cryptarithm_deduce,#!,>#@,0,0,1846
193c21d5,cryptarithm_deduce,}>[[,+\,0,0,1765
2c9a8df6,cryptarithm_deduce,-]\,\,0,0,1647
2a5e45a4,cryptarithm_deduce,`@},)@,0,0,1410
d8d87a89,cryptarithm_deduce,{,??,0,0,1722
a266aeb5,cryptarithm_deduce,({,?$,0,0,2691
60f55291,cryptarithm_deduce,/\|?,!!!,0,0,1130
610bf536,cryptarithm_deduce,^,#,0,0,1670
1ab54795,cryptarithm_deduce,%,-((,0,0,1349
c413ac69,cryptarithm_deduce,"{""]","""]}",0,0,2262
d13e92ec,cryptarithm_deduce,?&,-^!,0,0,2652
787a1344,cryptarithm_deduce,-[\,-)\,0,0,4480
d7aec90d,cryptarithm_deduce,^>\,%#,0,0,2516
38c7aca1,cryptarithm_deduce,!!]{,{{|>,0,0,4081
e483e127,cryptarithm_deduce,#''>,''),0,0,2578
a644f19d,cryptarithm_deduce,#:,%[,0,0,5063
d5602cc5,cryptarithm_deduce,(%,-[(,0,0,3463
fa714b83,cryptarithm_deduce,/,{<,0,0,4198
0d2e94ff,cryptarithm_deduce,}}^,]@@,0,0,2752
f624f57c,cryptarithm_deduce,[,(/@,0,0,3490
d0e1010b,cryptarithm_deduce,!&&},!>$\>,0,0,3238
d2fe9d04,cryptarithm_deduce,)}),>>,0,0,3843
9a19fc2d,cryptarithm_deduce,#>[,)),0,0,1253
ae64d5e4,cryptarithm_deduce,[,-[/,0,0,1564
289602f1,cryptarithm_deduce,?!,&^,0,0,1551
6eb85496,cryptarithm_deduce,>^],:/,0,0,1257
acf8c11f,cryptarithm_deduce,"""'","'}""",0,0,2944
684de068,cryptarithm_deduce,"^""",}{,0,0,2826
